MSZoning,Street,Alley,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FullBath,KitchenQual,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageCond,MiscFeature,SaleType,SaleCondition,GrLivArea_Log,1stFlrSF_Log,SalePrice_Log
RM,Pave,None,Inside,Edwards,Norm,Norm,TwnhsE,SLvl,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,PConc,Gd,547.0,GasA,Ex,Y,SBrkr,1,TA,None,Basment,2005.0,RFn,2.0,TA,None,WD,Normal,6.977281341630747,6.977281341630747,11.904967552746252
RL,Pave,None,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,304.0,Gd,PConc,Ex,1976.0,GasA,Ex,Y,SBrkr,2,Gd,Ex,Attchd,2006.0,RFn,3.0,TA,None,New,Partial,7.588829878307813,7.588829878307813,12.994530005894443
RL,Pave,None,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,PConc,Gd,1494.0,GasA,Ex,Y,SBrkr,2,Ex,None,Attchd,2000.0,RFn,2.0,TA,None,WD,Normal,7.409741954080923,7.409741954080923,12.43320821811392
RL,Pave,None,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,970.0,GasA,TA,Y,SBrkr,1,TA,None,Detchd,1996.0,Unf,2.0,TA,None,WD,Normal,6.877296071497429,6.877296071497429,11.794337924408413
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,215.0,TA,PConc,Gd,1478.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,1997.0,Fin,2.0,TA,None,WD,Normal,7.30854279753919,7.30854279753919,12.249610947544657
RL,Pave,None,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,Ex,PConc,Gd,2153.0,GasA,Ex,Y,SBrkr,2,Ex,Gd,BuiltIn,2006.0,Fin,3.0,TA,None,WD,Normal,7.879669914604289,7.634820677745543,12.84792653170257
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,1Story,8,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,Gd,PConc,Ex,1705.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2007.0,RFn,3.0,TA,None,WD,Normal,7.4489161025442,7.4489161025442,12.601487417784837
RM,Pave,None,Inside,OldTown,Norm,Norm,1Fam,1Story,4,1937,2000,Hip,CompShg,Stucco,Stucco,BrkCmn,435.0,TA,BrkTil,Fa,907.0,GasA,TA,Y,SBrkr,1,TA,None,Detchd,1995.0,Unf,2.0,TA,None,WD,Alloca,7.030857476116121,7.030857476116121,11.401669829409995
RL,Pave,None,FR2,NridgHt,Norm,Norm,1Fam,1Story,9,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.0,Gd,PConc,Ex,1833.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2004.0,Fin,3.0,TA,None,WD,Normal,7.52294091807237,7.52294091807237,12.694652660348845
RL,Pave,None,Inside,NridgHt,Norm,Norm,1Fam,1Story,9,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,Gd,PConc,Ex,1792.0,GasA,Ex,Y,SBrkr,2,Ex,Gd,Attchd,2003.0,Fin,3.0,TA,None,WD,Normal,7.491087593534876,7.491087593534876,12.832011076396668
RM,Pave,Pave,Corner,OldTown,Norm,Norm,1Fam,2Story,7,1915,2005,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,PConc,TA,910.0,GasA,Ex,Y,SBrkr,1,Ex,Gd,Attchd,1915.0,Unf,1.0,Fa,None,WD,Normal,7.509883061154913,6.82001636467413,11.951180395901384
RM,Pave,None,FR2,Mitchel,Norm,Norm,Twnhs,1Story,6,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,PConc,Ex,1216.0,GasA,Ex,Y,SBrkr,2,TA,None,Attchd,1998.0,Unf,2.0,TA,None,WD,Normal,7.103322062526113,7.103322062526113,12.007621706806335
RL,Pave,None,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,1962,2001,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,CBlock,TA,999.0,GasA,Gd,Y,SBrkr,1,Gd,None,Detchd,1963.0,Unf,1.0,TA,None,WD,Normal,6.906754778648554,6.906754778648554,11.794337924408413
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1950,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,CBlock,TA,1113.0,GasA,Gd,Y,SBrkr,1,Gd,Gd,Attchd,1950.0,Unf,1.0,TA,None,WD,Normal,7.014814351275545,7.014814351275545,11.898187865760873
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,TA,CBlock,TA,1073.0,GasA,TA,Y,SBrkr,1,TA,None,Attchd,1965.0,RFn,2.0,TA,None,WD,Normal,6.9782137426306985,6.9782137426306985,11.957611286231675
RL,Pave,None,Inside,NWAmes,Norm,Norm,1Fam,1Story,5,1971,1971,Gable,CompShg,Plywood,Plywood,None,0.0,TA,CBlock,Gd,1484.0,GasA,Gd,Y,SBrkr,2,TA,TA,Attchd,1971.0,Unf,2.0,TA,None,WD,Normal,7.302496423727326,7.302496423727326,12.072541252905651
RL,Pave,None,Corner,OldTown,Norm,Norm,2fmCon,1.5Fin,5,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,954.0,GasA,TA,N,FuseA,2,TA,Gd,Attchd,1970.0,Unf,2.0,Fa,None,ConLD,Normal,7.789040401657477,7.476472381163905,11.982929094215963
RM,Pave,None,Inside,MeadowV,Norm,Norm,Twnhs,SFoyer,4,1970,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,CBlock,Gd,630.0,GasA,TA,Y,SBrkr,1,Gd,None,Attchd,1970.0,Unf,1.0,TA,None,WD,Normal,6.4457198193855785,6.4457198193855785,11.362102575235644
RM,Pave,None,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,PConc,Gd,264.0,GasA,TA,Y,SBrkr,1,TA,Gd,BuiltIn,1976.0,Fin,1.0,TA,None,WD,Normal,7.1731917424865985,6.423246963533519,11.652687407345388
RL,Pave,None,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,806.0,GasA,TA,Y,FuseA,1,Fa,TA,Attchd,1941.0,Unf,1.0,TA,None,WD,Normal,7.363913501405819,6.86484777797086,11.79810440720389
RL,Pave,None,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,728.0,GasA,Gd,Y,SBrkr,2,TA,None,Attchd,2006.0,RFn,2.0,TA,None,New,Partial,7.283448228756631,6.590301048196686,12.059803326028716
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,CBlock,TA,1269.0,GasA,TA,Y,FuseA,1,TA,Fa,Detchd,1964.0,Unf,1.0,TA,None,WD,Normal,7.1459844677143876,7.1459844677143876,11.951180395901384
RM,Pave,None,Inside,OldTown,Artery,Norm,1Fam,1Story,5,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,Fa,190.0,GasA,Gd,Y,FuseA,1,TA,None,Attchd,1938.0,Unf,1.0,TA,None,WD,Normal,6.786716950605081,6.786716950605081,11.421906066583059
C (all),Pave,None,Inside,IDOTRR,Norm,Norm,1Fam,1Story,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,720.0,GasA,TA,N,FuseA,1,TA,None,None,1979.0,None,0.0,None,None,WD,Abnorml,6.579251212010101,6.579251212010101,10.460242108190519
RL,Pave,None,Inside,NoRidge,Norm,Norm,1Fam,1Story,8,1992,1993,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,PConc,Gd,3200.0,GasA,Ex,Y,SBrkr,3,Gd,Gd,Attchd,1992.0,RFn,2.0,TA,None,WD,Normal,8.07961802938984,8.07961802938984,12.971540487669746
RL,Pave,Pave,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,7,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,TA,1026.0,GasA,Ex,Y,SBrkr,2,TA,None,Detchd,1925.0,Unf,1.0,TA,None,WD,Normal,7.506591780070841,7.0326242610280065,12.122691036591123
RL,Pave,None,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89.0,TA,PConc,TA,864.0,GasA,Ex,Y,SBrkr,1,Gd,None,Attchd,1967.0,Fin,1.0,TA,None,WD,Normal,6.80128303447162,6.80128303447162,11.77528972943772
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1958,1985,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,912.0,GasA,Fa,Y,SBrkr,1,TA,None,Attchd,1958.0,Fin,1.0,TA,Shed,WD,Normal,6.815639990074331,6.815639990074331,11.695247021764184
RM,Pave,None,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,TA,CBlock,TA,672.0,GasA,TA,Y,SBrkr,1,TA,None,Detchd,1973.0,Unf,1.0,TA,None,WD,Normal,7.1049654482698426,6.51025834052315,11.635143097694478
FV,Pave,None,Inside,Somerst,Norm,Norm,1Fam,2Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,866.0,GasA,Gd,Y,SBrkr,2,Gd,None,Attchd,2005.0,RFn,2.0,TA,None,WD,Normal,7.477604243197589,6.763884908562435,12.33138283649562
RL,Pave,None,Corner,Edwards,Feedr,Norm,1Fam,1Story,5,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,1214.0,GasA,Ex,Y,SBrkr,1,TA,None,Detchd,1965.0,Unf,2.0,Fa,Shed,WD,Normal,7.101675971619444,7.101675971619444,11.84939770159144
RL,Pave,None,Inside,Crawfor,Norm,Norm,1Fam,1Story,7,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,CBlock,TA,1501.0,GasA,TA,Y,SBrkr,2,TA,TA,Attchd,1959.0,Fin,2.0,TA,None,WD,Normal,7.496097345175956,7.496097345175956,12.57418196709457
RL,Pave,None,Inside,NPkVill,Norm,Norm,TwnhsE,2Story,6,1974,1974,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,CBlock,TA,855.0,GasA,TA,Y,SBrkr,2,TA,Fa,Attchd,1974.0,Unf,2.0,TA,None,WD,Normal,7.186901020411631,6.75110146893676,11.898187865760873
RM,Pave,Grvl,Inside,OldTown,Artery,Norm,Duplex,2Story,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,360.0,TA,CBlock,TA,960.0,GasA,Gd,Y,SBrkr,2,TA,None,Detchd,1952.0,Unf,2.0,TA,None,COD,Normal,7.580699752224563,6.866933284461882,11.732060994886899
RL,Pave,None,Inside,SawyerW,Norm,Norm,1Fam,2Story,8,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,PConc,Gd,777.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,1993.0,RFn,2.0,TA,None,WD,Normal,7.555381944240273,6.970730078143525,12.2783933071098
FV,Pave,None,Inside,Somerst,Norm,Norm,1Fam,1Story,6,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,1218.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,2009.0,Fin,2.0,TA,None,New,Partial,7.1049654482698426,7.1049654482698426,12.246734627249063
RM,Pave,None,Inside,OldTown,Norm,Norm,1Fam,2Story,7,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,689.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Detchd,1928.0,Unf,2.0,TA,None,WD,Normal,7.228388451573604,6.535241271013659,11.9891596439666
RL,Pave,None,Corner,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132.0,TA,CBlock,TA,1041.0,GasA,Ex,Y,SBrkr,1,TA,None,Attchd,1959.0,RFn,1.0,TA,None,WD,Normal,6.947937068614969,6.947937068614969,11.732060994886899
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70.0,Gd,CBlock,TA,1008.0,GasA,Ex,Y,SBrkr,1,TA,TA,CarPort,1951.0,Unf,1.0,TA,Shed,WD,Normal,7.217443431696533,7.217443431696533,12.01309450854769
RL,Pave,None,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,PConc,Gd,1368.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2005.0,RFn,2.0,TA,None,New,Partial,7.221105098182496,7.221105098182496,12.219309648562168
RL,Pave,None,Corner,NAmes,Feedr,Norm,1Fam,1Story,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,864.0,GasA,TA,Y,SBrkr,1,TA,None,Detchd,1964.0,Unf,2.0,TA,None,WD,Normal,6.761572768804055,6.761572768804055,11.77452020265869
RL,Pave,None,Corner,Mitchel,Norm,Norm,1Fam,1Story,6,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,1084.0,GasA,TA,Y,SBrkr,1,TA,None,Attchd,1983.0,Unf,2.0,TA,None,WD,Normal,6.984716320118266,6.984716320118266,11.805595078933049
RL,Pave,None,Inside,Crawfor,Norm,Norm,1Fam,1.5Unf,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,768.0,Grav,Fa,N,SBrkr,1,TA,None,Detchd,1926.0,Unf,1.0,Po,None,WD,Normal,6.670766320845874,6.670766320845874,11.477298287327077
RL,Pave,None,Inside,NridgHt,Norm,Norm,1Fam,1Story,10,2009,2009,Hip,CompShg,CemntBd,CmentBd,BrkFace,305.0,Ex,CBlock,Ex,2006.0,GasA,Ex,Y,SBrkr,2,Ex,Gd,Attchd,2009.0,Fin,3.0,TA,None,New,Partial,7.61085279039525,7.61085279039525,12.906346868281233
RL,Pave,None,Corner,NWAmes,Norm,Norm,1Fam,SLvl,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333.0,TA,CBlock,TA,689.0,GasA,TA,Y,SBrkr,2,TA,TA,Attchd,1972.0,RFn,2.0,TA,None,COD,Abnorml,7.6586995582682995,7.228388451573604,11.970350312009105
RL,Pave,None,Inside,NoRidge,Norm,Norm,1Fam,2Story,7,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,921.0,Gd,PConc,Gd,1264.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,1996.0,RFn,3.0,TA,None,WD,Normal,7.759614150696903,7.152268856032539,12.487485104968359
RL,Pave,None,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,794.0,GasA,Ex,Y,SBrkr,2,TA,None,Attchd,1998.0,RFn,2.0,TA,None,WD,Normal,7.493317248862145,6.782192056006791,12.259613412458204
RL,Pave,None,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Gd,BrkTil,Gd,1276.0,GasA,Ex,Y,SBrkr,1,Gd,Gd,Detchd,1926.0,Unf,1.0,TA,None,WD,Normal,7.640123172695364,7.151485463904735,12.363076394339839
RL,Pave,Grvl,Inside,OldTown,Norm,Norm,2fmCon,2Story,4,1900,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,BrkTil,None,0.0,GasA,TA,N,FuseA,2,TA,None,None,1979.0,None,0.0,None,None,WD,Normal,7.165493475060845,6.542471960506805,11.573550086786664
RL,Pave,None,Corner,NAmes,Feedr,Norm,1Fam,1Story,6,1957,1957,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,1244.0,GasA,Ex,Y,FuseA,1,TA,Gd,Attchd,1957.0,Unf,1.0,TA,None,WD,Normal,7.126087273299125,7.126087273299125,11.918390573078392
RM,Pave,None,Corner,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,1947,1950,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,CBlock,TA,1004.0,GasA,Ex,Y,SBrkr,2,TA,Gd,Detchd,1950.0,Unf,2.0,TA,None,WD,Normal,7.416979621381154,6.911747300251674,11.976659481202368
RL,Pave,None,Inside,Edwards,PosN,PosN,1Fam,2Story,10,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,762.0,Ex,PConc,Ex,3138.0,GasA,Ex,Y,SBrkr,3,Ex,Gd,BuiltIn,2007.0,Fin,3.0,TA,None,New,Partial,8.450198322591959,8.051340933292979,12.126758838810447
RL,Pave,None,Inside,NoRidge,Norm,Norm,1Fam,2Story,7,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,594.0,Gd,PConc,Gd,1379.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,1996.0,Fin,3.0,TA,None,WD,Normal,7.7823903355874595,7.232010331664759,12.662706040212738
FV,Pave,Pave,Inside,Somerst,Norm,Norm,1Fam,1Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,1257.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,2005.0,Unf,2.0,TA,None,WD,Normal,7.143617602704121,7.143617602704121,12.078239274020289
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,Gd,928.0,GasA,TA,Y,SBrkr,1,TA,None,Attchd,1956.0,Unf,1.0,TA,None,WD,Normal,6.833031732786201,6.833031732786201,11.790557201568507
RL,Pave,None,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268.0,Ex,PConc,Ex,1452.0,GasA,Ex,Y,SBrkr,2,Ex,Gd,Attchd,2008.0,Fin,3.0,TA,None,New,Partial,7.905810312658931,7.297091005160418,13.008659261632127
RL,Pave,None,Inside,Edwards,Norm,Norm,1Fam,1Story,4,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,528.0,GasA,Ex,Y,SBrkr,1,TA,None,None,1979.0,None,0.0,None,None,WD,Normal,6.405228458030842,6.405228458030842,11.362102575235644
RL,Pave,None,CulDSac,Crawfor,Norm,Norm,1Fam,1Story,6,1957,1975,Hip,CompShg,Wd Sdng,Stone,None,0.0,Gd,PConc,TA,2035.0,GasA,TA,Y,SBrkr,3,TA,TA,Attchd,1975.0,RFn,2.0,TA,None,WD,Alloca,7.83002808253384,7.83002808253384,12.209187788430318
RL,Pave,None,Inside,Timber,Norm,Norm,1Fam,SLvl,6,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,Gd,CBlock,Gd,1461.0,GasA,Ex,Y,SBrkr,2,Gd,Fa,Attchd,1988.0,RFn,2.0,TA,None,WD,Abnorml,7.319202458767849,7.319202458767849,12.072541252905651
RM,Pave,None,FR3,BrkSide,RRNn,Feedr,1Fam,2Story,6,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,Fa,611.0,GasA,Ex,Y,SBrkr,2,TA,None,Detchd,1920.0,Fin,2.0,Fa,None,WD,Normal,7.216709486709457,6.621405651764134,11.759785542901755
RL,Pave,None,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1955,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Slab,None,0.0,GasA,Ex,Y,SBrkr,1,TA,Po,Detchd,1967.0,Unf,1.0,TA,None,WD,Normal,6.717804695023691,6.717804695023691,11.585246126549855
RL,Pave,None,Inside,BrkSide,Norm,Norm,1Fam,1Story,1,1946,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,Fa,Slab,None,0.0,GasA,Fa,N,FuseF,1,Fa,None,None,1979.0,None,0.0,None,None,WD,Normal,5.811140992976701,5.811140992976701,10.578979797857352
RL,Pave,None,Inside,Gilbert,Norm,Norm,1Fam,2Story,8,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Ex,707.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2004.0,Fin,2.0,TA,None,WD,Normal,7.254177846456518,6.561030665896573,12.089538829274222
RL,Pave,None,Inside,Edwards,Norm,Norm,2fmCon,2Story,5,1910,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,Gd,1117.0,GasA,TA,Y,SBrkr,1,TA,None,None,1979.0,None,0.0,None,None,WD,Normal,7.205635176410364,6.709304340258298,11.585246126549855
RL,Pave,None,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,7,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,880.0,GasA,Ex,Y,SBrkr,2,Gd,None,Attchd,1998.0,Fin,2.0,TA,None,WD,Normal,7.452402451223638,6.779921907472252,12.144197241812087
RL,Pave,None,FR2,NAmes,Norm,Norm,1Fam,1Story,4,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,864.0,GasA,TA,Y,SBrkr,1,TA,None,Detchd,1980.0,Unf,2.0,TA,None,COD,Normal,6.761572768804055,6.761572768804055,11.619535200028487
RL,Pave,None,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,188.0,TA,CBlock,TA,1051.0,GasA,TA,Y,SBrkr,1,TA,Fa,Attchd,1968.0,Unf,1.0,TA,None,WD,Normal,7.055312843339752,7.055312843339752,11.970350312009105
RL,Pave,None,Inside,CollgCr,Norm,Norm,1Fam,1Story,8,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,Gd,PConc,Gd,1581.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,2001.0,RFn,2.0,TA,Shed,WD,Normal,7.3783837129967145,7.3783837129967145,12.513557345278134
RL,Pave,None,Inside,Timber,Norm,Norm,1Fam,1Story,9,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,584.0,Ex,PConc,Ex,1838.0,GasA,Ex,Y,SBrkr,2,Ex,Gd,Attchd,2006.0,Fin,3.0,TA,None,WD,Normal,7.516433302915632,7.516433302915632,12.66032791780777
RL,Pave,None,FR2,NoRidge,Norm,Norm,1Fam,2Story,8,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,PConc,Gd,969.0,GasA,Ex,Y,SBrkr,2,Gd,TA,BuiltIn,2000.0,Fin,3.0,TA,None,WD,Normal,7.734121303328305,6.904750769961838,12.421184025147118
RL,Pave,None,Inside,NWAmes,RRAn,Norm,1Fam,1Story,7,1998,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Ex,1650.0,GasA,Ex,Y,SBrkr,2,Gd,TA,Attchd,1998.0,Fin,2.0,TA,None,WD,Normal,7.426549072397305,7.426549072397305,12.270220465353926
RH,Pave,None,Inside,NAmes,Norm,Norm,TwnhsE,SFoyer,7,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,182.0,TA,PConc,Gd,723.0,GasA,Ex,Y,SBrkr,1,TA,None,Attchd,1998.0,Fin,1.0,TA,None,WD,Normal,6.642486801367256,6.642486801367256,11.79810440720389
RL,Pave,None,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,654.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2006.0,RFn,2.0,TA,None,New,Partial,7.310550158534422,6.498282149476434,12.09884928474215
RL,Pave,None,Corner,NWAmes,Norm,Norm,1Fam,1.5Fin,7,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,Gd,PConc,Gd,1204.0,GasA,Gd,Y,SBrkr,2,Gd,None,Attchd,1988.0,Unf,3.0,TA,None,WD,Normal,7.688455356549944,7.227662498728654,12.341477282536376
RL,Pave,None,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,BrkTil,Gd,1065.0,GasA,Ex,Y,FuseA,1,TA,Gd,Detchd,1950.0,Unf,2.0,TA,None,WD,Normal,7.399398083331354,6.818924065275521,12.254862809699606
RL,Pave,None,Inside,Mitchel,Norm,Norm,1Fam,SFoyer,5,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,CBlock,Gd,768.0,GasA,Ex,Y,SBrkr,1,TA,None,Detchd,1987.0,Unf,2.0,TA,None,WD,Normal,6.643789733147672,6.643789733147672,11.771436160121729
RM,Pave,None,Inside,OldTown,Feedr,RRNn,1Fam,1Story,5,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,825.0,GasA,TA,Y,SBrkr,1,TA,None,Detchd,1963.0,RFn,2.0,TA,None,WD,Normal,6.715383386334681,6.715383386334681,11.736069016284437
FV,Pave,None,Inside,Somerst,Norm,Norm,1Fam,2Story,7,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,912.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,BuiltIn,2003.0,Fin,2.0,TA,None,WD,Normal,7.646831391430482,6.815639990074331,12.479909311159902
RL,Pave,None,Inside,NPkVill,Norm,Norm,TwnhsE,1Story,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,CBlock,Gd,1069.0,GasA,TA,Y,SBrkr,2,TA,None,Attchd,1977.0,RFn,2.0,TA,None,COD,Abnorml,6.974478911025045,6.974478911025045,11.84939770159144
RM,Pave,None,Inside,OldTown,Norm,Norm,1Fam,1Story,5,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,928.0,GasA,Gd,Y,FuseA,1,TA,None,Attchd,1957.0,Fin,1.0,TA,None,WD,Normal,6.833031732786201,6.833031732786201,11.630708500626612
RL,Pave,None,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,250.0,Gd,PConc,Ex,1709.0,GasA,Ex,Y,SBrkr,2,Gd,Gd,Attchd,2006.0,RFn,3.0,TA,None,WD,Normal,7.448333860897476,7.448333860897476,12.450977688625896
